url,versionsDB,versionsJSON,versions
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0109.csv,59,94,0
https://health.data.ny.gov/api/views/h343-jwie/rows.csv?accessType=DOWNLOAD,59,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22922-0005.csv,59,94,0
http://www.directory.gov.au/scripts/viewfile.php?file=index&report=department&type=csv,59,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0005.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21311-0004.csv,59,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22922-0007.csv,59,95,0
http://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:PARKENBERECHTOGD&srsName=EPSG:4326&outputFormat=csv,59,0,0
https://www-genesis.destatis.de/genesis/online?sequenz=tabelleDownload&selectionname=42271-0004&regionalschluessel=&format=csv,59,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0011.csv,59,94,0
https://www-genesis.destatis.de/genesis/online?sequenz=tabelleDownload&selectionname=73991-0001&regionalschluessel=&format=csv,59,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21121-0001.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/13231-0003.csv,59,94,0
https://www-genesis.destatis.de/genesis/online?sequenz=tabelleDownload&selectionname=41215-0004&regionalschluessel=&format=csv,59,0,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0202.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0016.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12211-0102.csv,59,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21311-0001.csv,59,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0007.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12611-0005.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/31231-0001.csv,59,92,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/23121-0001.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21121-0002.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/21351-0001.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0017.csv,59,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12612-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/12613-0004.csv,58,93,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41141-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/41141-0003.csv,58,95,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/22121-0001.csv,58,94,0
https://www-genesis.destatis.de/genesis/online/link/tabelleDownload/13111-0002.csv,58,93,0
