folder,cells,originalEntities,actualEntities,intersection,originalHeader,actualHeader,intersectionHeader,class
6892,24,260,0,0,0,0,0,irregular
6892,24,260,0,0,0,0,0,irregular
6892,24,260,0,0,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,260,260,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6897,23,260,0,0,0,0,0,irregular
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6899,5656,0,0,0,0,0,0,schema
6900,450,146,146,146,7,7,7,irregular
6900,450,146,146,146,7,7,7,irregular
6900,450,146,146,146,7,7,7,irregular
6900,450,146,146,146,7,7,7,irregular
6900,450,146,146,146,7,7,7,irregular
6900,450,146,152,143,7,7,7,irregular
6900,450,146,152,14,7,7,7,irregular
6900,450,146,164,3,7,8,7,irregular
6900,450,146,164,4,7,8,7,irregular
6900,450,146,166,2,7,8,7,irregular
6900,450,146,162,2,7,8,7,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,260,260,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6902,24,260,0,0,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,260,260,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6903,24,260,0,0,0,0,0,irregular
6904,5500,84,84,84,3,3,3,schema
6904,5500,84,84,84,3,3,3,schema
6904,5500,84,84,84,3,3,3,schema
6904,5500,84,84,84,3,3,3,schema
6904,5500,84,83,5,3,3,3,schema
6904,5500,84,84,84,3,3,3,schema
6904,5500,84,87,60,3,3,3,schema
6904,5500,84,87,60,3,3,3,schema
6910,2466,459,459,459,7,7,7,irregular
6910,2466,459,459,459,7,7,7,irregular
6910,2466,459,459,459,7,7,7,irregular
6910,2466,459,450,450,7,7,7,irregular
6910,2466,459,450,450,7,7,7,irregular
6910,2466,459,449,340,7,7,7,irregular
6910,2466,459,404,19,7,8,7,irregular
6910,2466,459,404,19,7,8,7,irregular
6910,2466,459,404,19,7,8,7,irregular
6910,2466,459,404,19,7,8,7,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,260,260,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6912,24,260,0,0,0,0,0,irregular
6915,846,290,290,290,7,7,7,irregular
6915,846,290,290,154,7,7,7,irregular
6915,846,290,290,114,7,7,7,irregular
6915,846,290,290,114,7,7,7,irregular
6915,846,290,307,115,7,7,7,irregular
6915,846,290,303,130,7,7,7,irregular
6915,846,290,303,130,7,7,7,irregular
6915,846,290,320,21,7,8,7,irregular
6915,846,290,326,22,7,8,7,irregular
6915,846,290,326,22,7,8,7,irregular
6918,61450,663,663,663,21,21,21,schema
6918,61450,663,671,529,21,21,21,schema
6918,61450,663,526,20,21,21,21,schema
6918,61450,663,526,20,21,21,21,schema
6918,61450,663,517,13,21,21,21,schema
6918,61450,663,606,20,21,21,21,schema
6918,61450,663,629,25,21,21,21,schema
6918,61450,663,629,25,21,21,21,schema
6918,61450,663,629,25,21,21,21,schema
6919,2754,555,555,555,7,7,7,irregular
6919,2754,555,555,555,7,7,7,irregular
6919,2754,555,555,555,7,7,7,irregular
6919,2754,555,555,555,7,7,7,irregular
6919,2754,555,547,547,7,7,7,irregular
6919,2754,555,546,144,7,7,7,irregular
6919,2754,555,548,144,7,7,7,irregular
6919,2754,555,548,144,7,7,7,irregular
6919,2754,555,423,37,7,8,7,irregular
6919,2754,555,423,37,7,8,7,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,260,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6920,271,0,0,0,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,260,260,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6921,24,260,0,0,0,0,0,irregular
6922,450,148,148,148,7,7,7,irregular
6922,450,148,148,148,7,7,7,irregular
6922,450,148,150,141,7,7,7,irregular
6922,450,148,150,141,7,7,7,irregular
6922,450,148,150,141,7,7,7,irregular
6922,450,148,150,141,7,7,7,irregular
6922,450,148,150,122,7,7,7,irregular
6922,450,148,158,9,7,8,7,irregular
6922,450,148,160,9,7,8,7,irregular
6922,450,148,159,9,7,8,7,irregular
6922,450,148,159,9,7,8,7,irregular
6922,450,148,167,9,7,8,7,irregular
6923,24,260,260,260,0,0,0,irregular
6923,24,260,260,260,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,260,260,0,0,0,irregular
6923,24,260,260,260,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,260,260,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,0,0,0,0,0,irregular
6923,24,260,260,260,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,0,0,0,0,0,irregular
6928,458,0,260,0,0,0,0,irregular
6929,1026,246,246,246,7,7,7,irregular
6929,1026,246,252,240,7,7,7,irregular
6929,1026,246,252,240,7,7,7,irregular
6929,1026,246,252,240,7,7,7,irregular
6929,1026,246,252,240,7,7,7,irregular
6929,1026,246,252,69,7,7,7,irregular
6929,1026,246,261,12,7,8,7,irregular
6929,1026,246,261,18,7,8,7,irregular
6929,1026,246,263,16,7,8,7,irregular
6929,1026,246,263,16,7,8,7,irregular
6929,1026,246,263,18,7,8,7,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6932,23,260,260,260,0,0,0,irregular
6932,23,260,0,0,0,0,0,irregular
6936,756,237,237,237,7,7,7,irregular
6936,756,237,241,229,7,7,7,irregular
6936,756,237,260,32,7,8,7,irregular
6936,756,237,260,32,7,8,7,irregular
6936,756,237,260,32,7,8,7,irregular
6936,756,237,260,32,7,8,7,irregular
6936,756,237,260,36,7,8,7,irregular
6936,756,237,268,33,7,8,7,irregular
6936,756,237,326,33,7,8,7,irregular
6936,756,237,325,33,7,8,7,irregular
6936,756,237,327,33,7,8,7,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,256,185,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,260,260,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6937,23,260,0,0,0,0,0,irregular
6938,24,260,260,260,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,260,260,0,0,0,irregular
6938,24,260,260,260,0,0,0,irregular
6938,24,260,260,260,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,260,260,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6938,24,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,0,0,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6940,23,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,260,260,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6941,24,260,0,0,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,260,260,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6942,24,260,0,0,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,260,260,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6951,24,260,0,0,0,0,0,irregular
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6958,30294,239,239,239,5,5,5,schema
6960,2484,520,520,520,7,7,7,irregular
6960,2484,520,520,520,7,7,7,irregular
6960,2484,520,509,508,7,7,7,irregular
6960,2484,520,513,512,7,7,7,irregular
6960,2484,520,508,91,7,7,7,irregular
6960,2484,520,429,24,7,8,7,irregular
6960,2484,520,429,24,7,8,7,irregular
6960,2484,520,431,24,7,8,7,irregular
6960,2484,520,433,24,7,8,7,irregular
6960,2484,520,433,26,7,8,7,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6962,468,0,260,0,0,0,0,irregular
6962,468,0,0,0,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,260,260,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6963,24,260,0,0,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,260,260,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6970,24,260,0,0,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,0,0,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6972,24,260,260,260,0,0,0,irregular
6973,5577,662,662,662,5,5,5,irregular
6973,5577,662,662,10,5,5,5,irregular
6973,5577,662,577,7,5,5,5,irregular
6973,5577,662,648,3,5,5,5,irregular
6973,5577,662,662,662,5,5,5,irregular
6973,5577,662,624,0,5,5,5,irregular
6973,5577,662,680,3,5,6,4,irregular
6973,5577,662,680,3,5,6,4,irregular
6973,5577,662,680,3,5,6,4,irregular
6973,5577,662,732,2,5,6,4,irregular
6973,5577,662,732,2,5,6,4,irregular
6973,5577,662,608,2,5,6,4,irregular
6973,5577,662,629,2,5,6,4,irregular
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6977,461,0,0,0,0,0,0,schema
6982,24,260,260,260,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,260,260,0,0,0,irregular
6982,24,260,260,260,0,0,0,irregular
6982,24,260,260,260,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,260,260,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6982,24,260,0,0,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,0,0,0,0,0,irregular
6987,24,260,260,260,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,260,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6992,462,0,0,0,0,0,0,irregular
6995,12852,772,772,772,7,7,7,irregular
6995,12852,772,771,543,7,7,7,irregular
6995,12852,772,648,50,7,8,7,irregular
6995,12852,772,647,50,7,8,7,irregular
6995,12852,772,647,50,7,8,7,irregular
6995,12852,772,644,39,7,8,7,irregular
6995,12852,772,640,35,7,8,7,irregular
6995,12852,772,634,33,7,8,7,irregular
6995,12852,772,634,33,7,8,7,irregular
6995,12852,772,634,33,7,8,7,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,260,0,0,0,0,irregular
7000,78,0,260,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7000,78,0,0,0,0,0,0,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,15,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,15,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7001,108,114,114,114,18,18,18,irregular
7004,451,43,43,43,1,1,1,irregular
7004,451,43,43,33,1,1,1,irregular
7004,451,43,43,43,1,1,1,irregular
7004,451,43,43,11,1,1,1,irregular
7004,451,43,43,11,1,1,0,irregular
7004,451,43,48,1,1,1,0,irregular
7004,451,43,48,1,1,1,0,irregular
7004,451,43,0,0,1,1,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,256,185,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,260,260,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7005,24,260,0,0,0,0,0,irregular
7011,23,260,260,260,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,260,260,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7011,23,260,260,260,0,0,0,irregular
7011,23,260,260,260,0,0,0,irregular
7011,23,260,0,0,0,0,0,irregular
7013,23,260,260,260,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,260,260,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,260,260,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,260,260,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,260,260,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7013,23,260,0,0,0,0,0,irregular
7015,23,260,260,260,0,0,0,irregular
7015,23,260,260,260,0,0,0,irregular
7015,23,260,260,260,0,0,0,irregular
7015,23,260,260,260,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7015,23,260,0,0,0,0,0,irregular
7017,23,260,260,260,0,0,0,irregular
7017,23,260,260,260,0,0,0,irregular
7017,23,260,260,260,0,0,0,irregular
7017,23,260,256,185,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,260,260,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,0,0,0,0,0,irregular
7017,23,260,260,260,0,0,0,irregular
7018,1027,220,220,220,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
7018,1027,220,223,76,1,1,1,schema
