folder,sizeOriginal,sizeDaff,evolution,patch,quality,numberOfVersions,originalRows,originalColumns,addedRows,deletedRows,modifiedRows,addedColumns,deletedColumns,modifiedColumns,totalChanged,changedCells,sizeZip,sizeZipDaff
6434,128741,152477,1002,161,460,19,24,1,2.410087719,2.024122807,0,0.473684211,0.473684211,0,516362,1132.372807,41887,44454
6436,519695,356572,1356,315,613,15,460,1,0.210724638,0.210724638,0,0.4,0.4,0,522944,75.78898551,209933,120786
6443,47607,62869,443,41,207,16,72,1,0.255208333,0.255208333,0,0.375,0.375,0,73333,63.65711806,21712,24329
6447,257629,56508,139,344,87,13,134,18,5.74E-04,0,0.118254879,0.008547009,0,0,82556,2.632861334,89646,14916
6450,51132,63798,538,85,317,18,23,1,0.381642512,0.379227053,0,0.333333333,0.333333333,0,64872,156.6956522,22286,22843
6454,81899,77767,835,119,400,17,24,1,0.553921569,0.475490196,0,0.294117647,0.294117647,0,83376,204.3529412,30862,25741
6459,286694,254902,1365,216,570,20,460,1,0.161847826,0.20923913,0,0.35,0.35,0,1049569,114.083587,115894,84098
6460,283373,75151,169,383,126,11,85,29,0.014973262,0.019251337,0.096256684,0,0,0,1021,0.037654435,34590,10484
6462,102469,88666,1422,63,613,22,75,1,0.136363636,0.136363636,0,0.181818182,0.181818182,0,134643,81.60181818,41531,30402
6464,305215,389806,1646,221,791,21,460,1,0.300414079,0.300414079,0,0.571428571,0.571428571,0,2474561,256.165735,122496,131006
6466,257340,272521,1181,244,406,15,471,1,0.279547063,0.279547063,0,0.533333333,0.533333333,0,583386,82.57409766,101272,88378
6467,110360,78080,1308,141,627,21,24,1,0.388888889,0.287698413,0,0.142857143,0.142857143,0,77712,154.1904762,38844,24373
6468,1030075,767945,2485,903,726,16,866,1,0.194284065,0.255124134,0,0.4375,0.4375,0,1352478,97.60955543,347506,217341
6471,177803,123283,656,104,353,16,455,1,0.133104396,0.133104396,0,0.25,0.25,0,314165,43.15453297,62824,35111
6473,992904,172925,1049,4968,372,12,583,18,0.001143511,1.43E-04,0.078044597,0.009259259,0,0,411477,3.267557652,326133,35902
6474,3719482,1352964,4376,7338,1894,11,833,3,0.003383171,8.73E-04,0.182036451,0,0,0,1782,0.06482593,380698,89760
6478,51279,49500,322,102,198,16,24,1,0.354166667,0.330729167,0,0.1875,0.1875,0,25688,66.89583333,23983,18363
6481,481605,108696,332,1447,295,11,240,18,0.049242424,3.79E-04,0.031439394,0.01010101,0,0,231028,4.861700337,146646,24981
6487,108716,116999,834,74,368,18,196,1,0.196428571,0.245181406,0,0.388888889,0.388888889,0,378816,107.3741497,33909,33783
6490,879686,184586,960,5217,355,12,592,18,0,0,0.091216216,0.009259259,0,0,1136948,8.891297548,260672,34216
6495,109953,18827,49,68,46,13,216,3,0,0,3.56E-04,0.025641026,0.025641026,0,54523,6.472340931,34750,5215
6505,45091,48616,357,28,172,14,77,1,0.195732839,0.195732839,0,0.285714286,0.285714286,0,55701,51.67068646,20778,18637
6507,296871,350334,1586,164,602,18,466,1,0.253099666,0.305793991,0,0.5,0.5,0,6542228,779.9508822,125578,123967
6509,132924,96062,288,72,140,15,23,1,1.886956522,1.373913043,0,0.333333333,0.333333333,0,73302,212.4695652,53901,33620
6519,504382,301372,1440,525,609,14,1345,1,0.145884227,0.145884227,0,0.285714286,0.285714286,0,596189,31.66165693,82564,43145
6521,225432,247362,1008,127,566,20,460,1,0.226847826,0.226847826,0,0.4,0.4,0,4744860,515.7456522,86389,78081
6526,340413,472899,1692,248,923,23,467,1,0.276696769,0.317940601,0,0.565217391,0.565217391,0,3728382,347.116842,136320,159762
6527,139035,102531,595,127,324,16,23,1,1.782608696,1.301630435,0,0.3125,0.3125,0,184012,500.0326087,56309,35603
6528,4354,6188,20,13,7,11,14,3,0,0,0.902597403,0,0,0,213,0.461038961,4604,5480
6531,180750,150838,1234,258,504,18,24,1,3.273148148,3.273148148,0,0.333333333,0.333333333,0,716993,1659.706019,34481,29510
6532,66554,74642,585,40,318,15,86,1,0.254263566,0.255813953,0,0.4,0.4,0,117666,91.21395349,27208,26794
6534,77183,102380,879,65,357,16,87,1,0.325431034,0.325431034,0,0.5,0.5,0,194386,139.6451149,31945,36637
6538,360603,202524,404,748,149,11,118,25,0.00385208,0,0.37596302,0.003636364,0,0,121336,3.739167951,76756,35451
6545,188720,135375,681,105,354,18,205,1,0.134688347,0.183739837,0,0.277777778,0.277777778,0,185749,50.33848238,44232,32062
6550,58941,72448,680,40,379,18,73,1,0.229832572,0.229832572,0,0.333333333,0.333333333,0,131850,100.3424658,20626,23808
6552,880884,1335777,3961,1563,292,12,457,7,0.432895697,0.46079504,0.423231218,0.011904762,0.011904762,0,22808319,594.1523132,135005,166742
6554,74133,81912,897,66,487,19,79,1,0.221852099,0.218520986,0,0.315789474,0.315789474,0,151572,100.9806795,31243,29683
6557,262540,88687,623,129,324,14,442,1,0.076923077,0.076923077,0,0.142857143,0.142857143,0,84722,13.69133807,61325,18362
6560,71701,74991,538,98,288,19,24,1,0.635964912,0.524122807,0,0.263157895,0.263157895,0,112581,246.8881579,29919,25326
6568,135867,129448,548,135,275,16,24,1,1.1640625,0.984375,0,0.4375,0.4375,0,158133,411.8046875,56738,48390
6570,239123,176090,1013,180,447,19,24,1,3.197368421,2.234649123,0,0.263157895,0.263157895,0,550140,1206.447368,94145,58638
6572,90886,78807,1144,102,594,21,24,1,0.418650794,0.319444444,0,0.142857143,0.142857143,0,105369,209.0654762,37826,26034
6574,187979,188575,679,203,352,16,23,1,5.154891304,3.980978261,0,0.4375,0.4375,0,627866,1706.157609,68302,58267
6576,1520674,372078,2356,11750,526,11,569,27,0.038185014,9.59E-04,0.053363157,0.026936027,0.013468013,0,5859868,34.6752114,286122,59615
6578,385135,89688,178,746,117,11,266,18,0.004101162,0,0.111414901,0.01010101,0,0,274548,5.212804739,108819,18028
6580,742671,149318,407,2557,226,11,465,18,0.001759531,0,0.092082111,0.01010101,0,0,726507,7.890811339,233935,28785
6592,13380,15270,75,10,70,11,21,1,0.216450216,0.216450216,0,0.181818182,0.181818182,0,6866,29.72294372,8387,7685
6593,131054,101832,914,117,482,19,24,1,1.74122807,1.221491228,0,0.157894737,0.157894737,0,373854,819.8552632,36638,25286
6601,66453,17719,37,36,24,13,25,18,0.015384615,0.003076923,0.110769231,0.008547009,0,0,9521,1.627521368,26693,7349
6605,247810,267175,901,127,370,16,460,1,0.263043478,0.263043478,0,0.5,0.5,0,826035,112.2330163,99602,87985
6608,60719,52852,210,24,94,13,87,1,0.200707339,0.200707339,0,0.307692308,0.307692308,0,51826,45.82316534,26109,19724
6609,210962,263219,733,199,366,16,24,1,6.739583333,5.502604167,0,0.5625,0.5625,0,863915,2249.778646,74773,79576
6612,81403,90163,517,160,314,17,23,1,0.491048593,0.475703325,0,0.411764706,0.411764706,0,108390,277.2122762,31220,31011
6613,73554,95391,927,105,467,20,24,1,0.410416667,0.404166667,0,0.35,0.35,0,160548,334.475,31472,32876
6614,44914,32728,336,20,180,13,75,1,0.114871795,0.114871795,0,0.153846154,0.153846154,0,9087,9.32,21230,12920
6616,63628,81889,472,146,294,17,24,1,0.916666667,0.794117647,0,0.411764706,0.411764706,0,135772,332.7745098,27699,28958
6618,563381,81136,177,914,126,11,280,14,0,0,0.09025974,0,0,0,556,0.012894249,165698,12714
6620,1568953,322501,2758,21907,1532,11,2808,13,0.022727273,0.022727273,0.001651127,0,0,0,18340,0.0456737,113131,18373
6629,264307,205774,828,177,389,18,24,1,3.363425926,3.363425926,0,0.333333333,0.333333333,0,658523,1524.358796,92126,63286
6633,246555,166519,608,135,317,15,23,1,4.252173913,2.953623188,0,0.333333333,0.333333333,0,287473,833.2550725,94250,54973
6635,89158,59808,1130,108,548,20,24,1,0.135416667,0.1125,0,0.05,0.05,0,12228,25.475,34760,19086
6639,550785,289540,1914,607,932,12,1607,1,0.158836341,0.158836341,0,0.166666667,0.166666667,0,888048,46.05102676,45409,20835
6643,155027,17737,64,291,61,10,491,10,0.003869654,0,0.002443992,0,0,0,202,0.004114053,28278,2658
6647,196236,188719,792,169,429,16,24,1,4.9921875,3.854166667,0,0.4375,0.4375,0,741080,1929.895833,72650,59248
6648,203681,197142,740,144,339,18,23,1,4.676328502,3.611111111,0,0.388888889,0.388888889,0,624764,1509.091787,73639,60199
6650,90983,124545,1210,104,578,20,24,1,1.09375,0.96875,0,0.45,0.45,0,466408,971.6833333,37607,42065
6652,184924,128639,467,90,232,12,499,1,0.174849699,0.174849699,0,0.333333333,0.333333333,0,169186,28.25417502,65625,36151
6655,619000,589976,1816,347,739,16,23,1,5.64673913,4.440217391,0,0.4375,0.4375,0,3748269,10185.51359,262087,235748
6658,43343,13544,66,18,23,12,95,1,0.01754386,0.092105263,0,0.083333333,0.083333333,0,6862,6.019298246,18616,6156
6662,843441,121182,4587,1004,2296,14,22,1,8.415584416,0.123376623,0,0.071428571,0.071428571,0,54497,176.9383117,96225,17043
6663,205457,109808,820,114,384,18,23,1,2.350241546,1.285024155,0,0.166666667,0.166666667,0,303098,732.1207729,74151,33747
6668,672221,197292,1481,320,735,16,24,1,1.619791667,0.466145833,0,0.0625,0.0625,0,176000,458.3333333,284933,78295
6671,258393,183923,808,156,473,19,24,1,1.949561404,1.401315789,0,0.263157895,0.263157895,0,348689,764.6688596,75347,51092
6672,155027,17737,68,279,63,10,491,10,0.003869654,0,0.002443992,0,0,0,202,0.004114053,28278,2658
6676,104954,15609,66,99,60,10,939,2,0.009904153,0.007561235,0,0,0,0,328,0.017465389,26199,3033
6678,90896,24870,38,55,35,11,48,18,0.011363636,0.001893939,0.140151515,0.01010101,0,0,14829,1.560290404,35573,8076
6679,377060,68633,119,274,90,10,95,15,0.016842105,0.006315789,0.025263158,0,0,0,359,0.025192982,55966,8938
6681,212804,173294,861,112,405,16,490,1,0.150255102,0.150255102,0,0.25,0.25,0,2080409,265.3582908,80477,51613
6682,225284,160957,701,186,328,16,24,1,3.875,2.697916667,0,0.3125,0.3125,0,508603,1324.486979,85348,51916
6684,460341,201134,1104,405,593,13,23,1,9.107023411,4.685618729,0,0.230769231,0.230769231,0,180127,602.4314381,75880,32962
6690,163068,144281,873,151,420,17,24,1,3.522058824,2.492647059,0,0.294117647,0.294117647,0,670486,1643.348039,33368,28838
6691,5761,2826,9,6,6,11,11,3,0.107438017,0.016528926,0.148760331,0,0.03030303,0,976,2.688705234,3953,3186
6695,26094,33260,25,25,15,10,13,22,0.015384615,0.007692308,0.153846154,0.004545455,0.018181818,0,105130,36.75874126,13209,11703
6697,25152,4480,15,16,13,10,109,4,0.009174312,0,9.17E-04,0,0,0,41,0.00940367,11660,2979
6701,90521,65605,98,33,69,11,81,1,0.182940516,0.182940516,0,0.181818182,0.181818182,0,15716,17.63860831,24946,16471
6702,238866,114410,738,127,410,16,24,1,1.315104167,0.7734375,0,0.1875,0.1875,0,100016,260.4583333,56691,28502
6703,111018,116015,675,54,312,16,261,1,0.206896552,0.206896552,0,0.375,0.375,0,324872,77.79501916,29032,29020
6704,2418,6579,9,7,7,11,27,2,0.909090909,0.909090909,0,0,0,0,1080,1.818181818,2389,3189
6708,70018,50585,195,52,133,13,23,1,0.615384615,0.43812709,0,0.230769231,0.230769231,0,12796,42.79598662,26775,16983
6714,126681,125338,740,96,358,19,23,1,2.377574371,1.832951945,0,0.263157895,0.263157895,0,548409,1254.940503,35068,30774
6717,177069,61556,710,112,384,17,24,1,0.375,0.12254902,0,0.058823529,0.058823529,0,14905,36.53186275,48866,18154
6718,33032,48813,296,23,150,14,25,1,0.425714286,0.425714286,0,0.428571429,0.428571429,0,46619,133.1971429,15140,19460
6719,131545,40655,367,118,207,13,24,1,0.695512821,0.128205128,0,0.076923077,0.076923077,0,8229,26.375,42661,12765
6721,58974,57125,38,34,18,10,47,15,0.006382979,0,0,0.126666667,0.126666667,0,2839741,402.8001418,14448,13320
6723,1417584,1783194,15340,11789,1196,11,2880,7,0.052146465,0.052146465,0.679829545,0.012987013,0.012987013,0,503260762,2269.393768,186713,230691
6727,190614,168146,625,166,302,14,24,1,4.866071429,3.50297619,0,0.357142857,0.357142857,0,896157,2667.133929,70102,52507
6729,1601287,736342,12302,11115,1782,11,4380,4,0.091469489,0.090805313,0.087110834,0.022727273,0.022727273,0,20421936,105.9668742,260212,79043
6734,45232,17387,22,24,15,11,20,18,0.054545455,0,0.195454545,0.01010101,0,0,8036,2.029292929,18911,7342
6735,255641,296941,933,179,393,17,626,1,0.239240744,0.295903026,0,0.411764706,0.411764706,0,1646268,154.695358,42946,45177
6740,160982,133563,981,127,491,19,24,1,1.618421053,1.182017544,0,0.263157895,0.263157895,0,349725,766.9407895,52361,38532
6741,76813,94529,349,65,208,16,23,1,1.173913043,1,0,0.4375,0.4375,0,166194,451.6141304,32455,33320
6742,351267,411968,1466,235,578,18,746,1,0.231382186,0.285299374,0,0.5,0.5,0,2129638,158.5968126,89731,88494
6743,556261,320343,253,328,115,11,102,11,0.121212121,0.142602496,0.003565062,0,0,0,3266,0.264624858,107082,59951
6745,22837,7076,14,12,8,10,82,2,0.3,0,0,0,0,0,492,0.3,4496,2632
6749,65292,46939,540,93,330,17,24,1,0.267156863,0.144607843,0,0.058823529,0.058823529,0,16572,40.61764706,28050,15597
6750,225641,363955,1286,141,479,20,459,1,0.317973856,0.365359477,0,0.65,0.65,0,2360123,257.0940087,91538,120360
6757,127154,91421,358,51,200,13,201,1,0.173746651,0.173746651,0,0.307692308,0.307692308,0,91340,34.95598928,41356,26509
6758,337178,67324,165,572,84,11,199,18,0.005481955,4.57E-04,0.017816354,0.01010101,0,0,69172,1.755545404,113375,15943
6759,74550,110875,1040,106,513,19,24,1,0.910087719,0.855263158,0,0.578947368,0.578947368,0,344534,755.5570175,29574,37331
6760,230251,109848,499,125,240,13,23,1,3.264214047,1.765886288,0,0.230769231,0.230769231,0,144300,482.6086957,90006,37058
6761,51477,72372,323,54,144,15,23,1,1.060869565,0.913043478,0,0.466666667,0.466666667,0,104442,302.7304348,22521,25399
6764,175125,60112,132,213,42,12,69,18,0.167874396,0.001207729,0.143719807,0.009259259,0,0,107331,7.201489533,59306,18744
6770,207355,43688,325,156,217,13,24,1,1.538461538,0.118589744,0,0.076923077,0.076923077,0,8015,25.68910256,76931,14383
6775,51462,57516,421,49,287,14,23,1,0.906832298,0.729813665,0,0.357142857,0.357142857,0,84410,262.1428571,20355,19302
6776,189659,62406,165,63,148,13,23,1,0.545150502,0.314381271,0,0.076923077,0.076923077,0,15597,52.1638796,45368,16041
6777,138925,113125,710,107,373,17,24,1,0.830882353,0.661764706,0,0.294117647,0.294117647,0,130848,320.7058824,58420,41034
6778,259326,249271,1043,185,448,17,24,1,4.691176471,3.62745098,0,0.411764706,0.411764706,0,808898,1982.593137,90035,76829
6782,94629,60010,273,62,187,14,23,1,1.341614907,0.795031056,0,0.214285714,0.214285714,0,73972,229.7267081,28788,17592
6783,96462,79887,1118,104,551,21,24,1,0.410714286,0.297619048,0,0.142857143,0.142857143,0,84651,167.9583333,40059,26306
6786,196682,181962,849,117,434,17,458,1,0.187259183,0.187259183,0,0.352941176,0.352941176,0,541527,69.55137426,73266,54571
6796,57449,67247,410,28,215,15,80,1,0.261666667,0.261666667,0,0.4,0.4,0,119469,99.5575,23811,24191
6798,2658,4082,7,7,7,11,4,4,0,0,0.909090909,0,0,0,106,0.602272727,2977,3466
6799,67669,62969,524,35,294,17,80,1,0.163970588,0.163970588,0,0.235294118,0.235294118,0,70915,52.14338235,28238,22369
6800,142489,37347,68,106,36,12,75,18,0.001111111,0,0.143333333,0.009259259,0,0,33409,2.062283951,49377,10702
6801,49747,47390,322,97,167,15,24,1,0.508333333,0.372222222,0,0.2,0.2,0,28163,78.23055556,22374,16778
6804,92466,40513,427,60,253,15,23,1,0.643478261,0.124637681,0,0.066666667,0.066666667,0,11976,34.71304348,25700,12170
6807,89754,52037,806,107,412,18,24,1,0.266203704,0.118055556,0,0.055555556,0.055555556,0,12811,29.65509259,35243,16814
6824,46008,39200,202,46,96,13,23,1,0.628762542,0.441471572,0,0.230769231,0.230769231,0,10340,34.5819398,20423,13813
6827,201534,104945,515,139,250,14,23,1,3.068322981,1.661490683,0,0.214285714,0.214285714,0,169972,527.863354,75984,33462
6828,102370,115124,922,113,500,21,24,1,1.091269841,0.910714286,0,0.333333333,0.333333333,0,291120,577.6190476,44405,39906
6829,2154722,581538,4342,15651,1435,12,2015,9,0.001736973,0.001075269,0.100951199,0,0,0,5439,0.024993107,742267,146458
6831,252003,138306,1211,143,652,22,24,1,0.960227273,0.581439394,0,0.136363636,0.136363636,0,236571,448.0511364,81095,41130
6833,225628,164265,664,175,274,14,24,1,4.24702381,2.955357143,0,0.357142857,0.357142857,0,317995,946.4136905,90716,56989
6835,77663,50749,794,92,410,17,24,1,0.161764706,0.12254902,0,0.058823529,0.058823529,0,8815,21.60539216,29102,16392
6838,436951,328111,982,203,409,13,460,1,0.186454849,0.186454849,0,0.307692308,0.307692308,0,728399,121.8058528,176402,110934
6839,424528,270897,949,247,420,15,24,1,4.733333333,3.275,0,0.333333333,0.333333333,0,438571,1218.252778,139695,82324
6842,166221,133342,482,104,212,13,23,1,4.762541806,3.307692308,0,0.384615385,0.384615385,0,273524,914.7959866,61675,41897
6845,117744,68961,449,124,287,14,23,1,0.689440994,0.472049689,0,0.214285714,0.214285714,0,42816,132.9689441,48747,24339
6848,70754,55066,157,28,78,12,41,1,0.266260163,0.266260163,0,0.333333333,0.333333333,0,12042,24.47560976,25901,19183
6850,116825,99334,490,108,300,16,24,1,0.986979167,0.770833333,0,0.3125,0.3125,0,120001,312.5026042,47264,34546
6851,1199081,315055,1224,3088,483,9,1006,6,0.003534349,0.001767175,0.004528385,0.037037037,0.037037037,0,3144195,57.87856196,227474,35029
6853,64186,92377,456,97,243,15,24,1,1.088888889,1.088888889,0,0.533333333,0.533333333,0,162567,451.575,26948,32305
6858,9940,13816,13,8,6,10,25,2,0.064,0.064,0.576,0,0,0,208,0.416,3232,4076
6861,1540158,838323,16374,4569,6294,19,24,1,22.23464912,22.23464912,0,0.210526316,0.210526316,0,6029795,13223.23465,121726,66606
6863,82903,56216,768,97,422,18,24,1,0.261574074,0.122685185,0,0.055555556,0.055555556,0,13117,30.36342593,34274,18167
6864,52079,72410,461,94,288,16,24,1,0.481770833,0.473958333,0,0.4375,0.4375,0,72223,188.0807292,20733,24512
6869,198031,132999,822,151,379,17,24,1,2.465686275,2.465686275,0,0.235294118,0.235294118,0,415379,1018.085784,74027,42088
6871,1314823,1597804,10982,3592,2785,14,3571,1,0.288134576,0.287954555,0,0.571428571,0.571428571,0,4970159,99.41510981,101744,105308
6879,181452,144762,601,108,299,15,23,1,4.165217391,2.898550725,0,0.333333333,0.333333333,0,236890,686.6376812,67281,45562
6880,165872,111660,511,132,309,15,24,1,3.011111111,1.811111111,0,0.2,0.2,0,1226268,3406.3,58046,32954
6881,136400,92116,1017,117,511,19,24,1,1.00877193,0.609649123,0,0.157894737,0.157894737,0,118222,259.2587719,40686,25770
6882,275506,68621,149,433,74,9,188,18,0.00177305,5.91E-04,0.053782506,0.012345679,0,0,53403,1.753447597,94479,14841
6884,67889,99076,847,38,388,17,76,1,0.325077399,0.325077399,0,0.470588235,0.470588235,0,236469,183.0255418,28760,35183
6885,152354,109541,1371,121,726,23,24,1,0.829710145,0.510869565,0,0.130434783,0.130434783,0,214689,388.9293478,52249,32354
6887,584196,112941,1459,494,875,17,24,1,3.362745098,0.115196078,0,0.058823529,0.058823529,0,111775,273.9583333,140649,27675
6889,87395,103004,904,102,485,18,24,1,0.930555556,0.800925926,0,0.388888889,0.388888889,0,235844,545.9351852,34569,34004
6891,2309,2548,6,6,4,8,5,10,0.075,0.05,0.6,0.0125,0.0125,0,1812,4.53,2226,2281
6892,215897,85462,1315,155,676,21,24,1,1.001984127,0.119047619,0,0.047619048,0.047619048,0,62606,124.218254,78901,26134
6897,193826,127369,1046,151,543,17,23,1,2.859335038,1.721227621,0,0.176470588,0.176470588,0,646475,1653.388747,71684,39253
6899,714270,83761,415,895,371,9,1414,4,0.007465032,0,0,0,0,0,380,0.007465032,110988,3776
6900,44417,12945,23,23,16,11,25,18,0.003636364,0.003636364,0.174545455,0.01010101,0,0,6125,1.237373737,18300,5531
6902,79613,104427,1081,129,579,20,24,1,0.50625,0.5,0,0.45,0.45,0,225507,469.80625,33391,36376
6903,103199,116892,1409,113,707,22,24,1,0.744318182,0.647727273,0,0.318181818,0.318181818,0,398647,755.0132576,41545,38201
6904,1089563,1124152,3000,2614,271,8,500,11,0.18925,0.18925,0.56075,0,0,0,16644,0.378272727,154275,110434
6910,293880,81130,101,319,65,10,137,18,0.010218978,0,0.172262774,0.011111111,0,0,84234,3.415815085,96293,16787
6912,214147,82755,1122,144,562,19,24,1,1.085526316,0.127192982,0,0.052631579,0.052631579,0,52466,115.0570175,81918,26066
6915,69918,22052,30,41,21,10,47,18,0.004255319,0.00212766,0.187234043,0.011111111,0,0,14009,1.655910165,26891,7373
6918,6307899,787496,15923,205413,15444,9,6145,10,0.009619383,0.003435494,8.32E-04,0,0,0,7288,0.013177832,698709,18724
6919,205768,52769,82,248,53,10,153,18,0.002614379,0,0.118954248,0.011111111,0,0,90823,3.297857662,71759,12509
6920,370966,250711,947,123,536,18,271,1,0.138786388,0.138786388,0,0.222222222,0.222222222,0,344756,70.67568676,93893,59099
6921,80137,84849,1020,106,536,20,24,1,0.433333333,0.3875,0,0.25,0.25,0,118027,245.8895833,33736,28478
6922,46340,15128,26,29,18,12,25,18,0.006666667,0,0.14,0.009259259,0,0,6615,1.225,20880,7037
6923,44317,60860,454,129,243,15,24,1,0.422222222,0.422222222,0,0.4,0.4,0,58660,162.9444444,19969,21710
6928,172593,206514,845,92,342,16,458,1,0.201555677,0.260780568,0,0.4375,0.4375,0,766543,104.604667,63740,61663
6929,92099,22475,36,62,29,11,57,18,0.003189793,0,0.149920255,0.01010101,0,0,17484,1.54917597,35709,7457
6932,264603,221525,1069,181,637,18,23,1,3.79468599,2.746376812,0,0.277777778,0.277777778,0,3547868,8569.729469,77545,57123
6936,93137,28034,41,67,26,11,42,18,0.086580087,0.002164502,0.086580087,0.01010101,0,0,19686,2.367243867,34468,9464
6937,65195,89038,682,69,294,16,23,1,1.114130435,0.972826087,0,0.4375,0.4375,0,148384,403.2173913,27951,30630
6938,174161,139465,446,134,244,14,24,1,2.273809524,1.639880952,0,0.357142857,0.357142857,0,177170,527.2916667,66709,47005
6940,230302,305955,1357,153,562,18,23,1,5.992753623,5.990338164,0,0.555555556,0.555555556,0,1438587,3474.847826,86546,98112
6941,1393972,643478,13801,3901,5618,18,24,1,23.4212963,11.81944444,0,0.166666667,0.166666667,0,3507356,8118.87963,113308,54810
6942,243956,129988,1016,141,587,20,24,1,1.122916667,0.66875,0,0.15,0.15,0,181506,378.1375,69283,35942
6951,182694,159349,1137,151,566,18,24,1,3.361111111,2.347222222,0,0.277777778,0.277777778,0,724090,1676.134259,64881,47509
6958,4470563,673956,3415,62292,2988,9,1782,17,0.001932909,6.24E-05,0.0114104,0,0,0,776,0.002846181,1185152,53879
6960,200799,49508,79,233,51,10,138,18,7.25E-04,0,0.108695652,0.011111111,0,0,76968,3.098550725,70369,12375
6962,209985,271120,885,115,373,15,468,1,0.280911681,0.280911681,0,0.533333333,0.533333333,0,756335,107.7400285,83035,86846
6963,93721,108848,1240,117,621,21,24,1,0.759920635,0.662698413,0,0.333333333,0.333333333,0,347391,689.2678571,38841,36675
6970,243269,262055,917,205,410,17,24,1,5.196078431,4.088235294,0,0.411764706,0.411764706,0,1660584,4070.058824,99252,92286
6972,201849,142825,1296,162,654,21,24,1,1.948412698,1.948412698,0,0.19047619,0.19047619,0,556171,1103.513889,70251,42232
6973,641213,368120,809,1526,199,13,429,13,0.010579164,0.007710238,0.609826071,0.00591716,0,0,3828490,52.80603026,216897,118945
6977,150260,16529,138,64,108,10,461,1,0.001952278,0.001952278,0,0,0,0,18,0.003904555,55163,2835
6982,53687,69278,522,109,317,14,24,1,0.830357143,0.681547619,0,0.357142857,0.357142857,0,71791,213.6636905,22726,22953
6987,381128,136372,1430,342,683,17,24,1,2.911764706,2.911764706,0,0.117647059,0.117647059,0,324832,796.1568627,51643,23318
6992,245737,183720,1074,119,555,17,462,1,0.12605042,0.12605042,0,0.235294118,0.235294118,0,469398,59.76546982,96932,56530
6995,1079465,244282,1163,5935,392,10,714,18,0.01022409,1.40E-04,0.093697479,0.011111111,0,0,959064,7.462371615,338774,51133
7000,34943,26881,140,19,74,11,78,1,0.128205128,0.128205128,0,0.181818182,0.181818182,0,11017,12.84032634,16327,10681
7001,14250,4336,20,13,15,10,3,36,0,0,0.9,0,0,0,33,0.030555556,8128,3415
7004,32667,15854,21,16,12,8,41,11,0.006097561,0.009146341,0.009146341,0.056818182,0.056818182,0,48902,13.5537694,13920,6138
7005,259344,139593,1255,172,661,20,24,1,2.085416667,1.177083333,0,0.15,0.15,0,361893,753.94375,103698,46658
7011,63728,71996,443,92,252,14,23,1,0.950310559,0.773291925,0,0.357142857,0.357142857,0,145831,452.8913043,28025,25867
7013,186181,258217,668,161,263,14,23,1,8.02484472,6.546583851,0,0.642857143,0.642857143,0,671400,2085.093168,66318,77703
7015,183298,52457,624,126,316,14,23,1,1.52173913,0.130434783,0,0.071428571,0.071428571,0,21722,67.45962733,68514,16541
7017,192561,145930,670,173,336,17,23,1,2.874680307,2.874680307,0,0.235294118,0.235294118,0,1471181,3762.611253,73138,46968
7018,2281851,246713,1033,1479,1011,11,1027,1,0.004337435,0.004337435,0,0,0,0,98,0.008674869,615662,14825
7019,92967,65610,1009,132,552,20,24,1,0.2375,0.11875,0,0.05,0.05,0,16467,34.30625,38595,21019
7020,1401700,647865,13564,3784,5433,20,24,1,21.07916667,10.6375,0,0.15,0.15,0,4026758,8389.079167,115717,55672
7025,48748,72389,670,93,350,17,24,1,0.375,0.375,0,0.470588235,0.470588235,0,96549,236.6397059,21147,25594
7028,178205,111613,942,160,492,17,24,1,2.343137255,1.284313725,0,0.176470588,0.176470588,0,302832,742.2352941,62020,32991
7030,1283241,2163942,15273,4435,483,9,1000,7,0.756666667,0.756666667,0.014777778,0,0,0,95474,1.515460317,83958,125559
7032,44682,46096,234,48,132,14,23,1,0.562111801,0.406832298,0,0.214285714,0.214285714,0,18025,55.97826087,20434,15829
7043,80599,77803,1017,104,527,19,24,1,0.462719298,0.348684211,0,0.157894737,0.157894737,0,96397,211.3969298,33243,24934
7044,136352,40665,61,111,35,10,71,18,0.04084507,0.001408451,0.035211268,0.011111111,0,0,35104,2.746791862,51479,12853
7046,92544,100984,503,130,302,15,24,1,0.808333333,0.722222222,0,0.466666667,0.466666667,0,105970,294.3611111,37109,35917
7055,79301,87382,1141,103,579,19,24,1,0.625,0.51754386,0,0.263157895,0.263157895,0,185855,407.5767544,33457,28913
7057,108190,62735,909,101,499,19,24,1,0.173245614,0.120614035,0,0.052631579,0.052631579,0,11705,25.66885965,42867,20316
7059,180653,151992,700,152,310,13,24,1,4.608974359,3.205128205,0,0.384615385,0.384615385,0,341618,1094.929487,76194,52709
7061,583555,230197,1089,307,546,17,24,1,2.801470588,1.514705882,0,0.176470588,0.176470588,0,292283,716.379902,211119,76860
7067,76281,90325,990,119,548,20,24,1,0.4875,0.4875,0,0.3,0.3,0,158004,329.175,30267,28680
7071,44637,14681,24,25,18,9,28,18,0.01984127,0,0.19047619,0.012345679,0,0,5595,1.233465608,16798,5249
7072,63507,88409,583,64,391,16,23,1,1.116847826,0.951086957,0,0.4375,0.4375,0,159652,433.8369565,26700,29339
7074,3102,4920,9,5,6,8,4,3,3.46875,2.71875,0.0625,0.041666667,0.041666667,0,9979,103.9479167,2090,2551
